area,bedrooms,bathrooms,age,location,furnishing,parking,condition,price
1680.0,3,3,10,Metro City,Fully Furnished,2,Good,12600000
1180.0,2,2,15,Metro City,Semi-Furnished,1,Excellent,5200000
1310.0,3,2,12,Metro City,Semi-Furnished,1,Excellent,3800000
1400.0,3,2,20,Metro City,Unfurnished,1,Excellent,4050000
1737.0,3,3,6,Tier-2 City,Unfurnished,2,Excellent,3800000
1285.0,2,2,0,Metro City,Semi-Furnished,1,Good,7250000
1134.0,2,2,3,Metro City,Semi-Furnished,1,Excellent,4550000
1740.0,3,3,16,Metro City,Semi-Furnished,1,Good,12000000
1630.0,3,2,6,Metro City,Semi-Furnished,1,Good,9800000
1330.0,2,2,12,Tier-2 City,Unfurnished,1,Good,2850000
2600.0,4,4,18,Metro City,Semi-Furnished,0,Good,17500000
1200.0,5,4,10,Tier-2 City,Semi-Furnished,1,Good,8600000
1160.0,2,2,14,Tier-2 City,Fully Furnished,1,Poor,1350000
700.0,1,1,15,Tier-2 City,Fully Furnished,2,Poor,1150000
1140.0,2,2,5,Metro City,Semi-Furnished,1,Good,3300000
1843.0,3,3,22,Metro City,Unfurnished,1,Good,9600000
1312.0,2,2,7,Metro City,Unfurnished,1,Good,5500000
1950.0,3,3,1,Metro City,Semi-Furnished,2,Good,9000000
2145.0,4,4,19,Tier-1 City,Semi-Furnished,1,Good,9450000
1595.0,3,3,4,Metro City,Fully Furnished,2,Good,9600000
1917.0,3,4,8,Metro City,Unfurnished,3,Poor,11300000
1358.0,3,3,10,Tier-2 City,Semi-Furnished,3,Excellent,1600000
1305.0,2,2,17,Metro City,Semi-Furnished,1,Poor,7000000
1495.0,2,2,2,Metro City,Semi-Furnished,2,Good,11000000
1090.0,2,2,19,Metro City,Semi-Furnished,1,Excellent,3800000
1180.0,3,3,2,Metro City,Semi-Furnished,1,Excellent,5500000
1232.0,2,2,0,Metro City,Unfurnished,1,Good,8700000
1200.0,4,6,5,Metro City,Semi-Furnished,2,Poor,7000000
1242.0,2,2,5,Metro City,Unfurnished,1,Good,5100000
1096.0,2,2,16,Metro City,Unfurnished,3,Good,4800000
1530.0,3,2,5,Rural Area,Semi-Furnished,1,Good,800000
1457.0,3,3,10,Metro City,Fully Furnished,2,Poor,8500000
1313.0,3,4,1,Tier-2 City,Unfurnished,1,Good,5050000
967.0,2,2,7,Tier-2 City,Unfurnished,1,Good,1950000
1199.0,2,2,22,Metro City,Semi-Furnished,2,Excellent,8500000
1125.0,2,2,14,Metro City,Unfurnished,0,Good,4500000
1200.0,3,2,1,Metro City,Semi-Furnished,0,Good,7550000
1720.0,3,2,20,Metro City,Unfurnished,1,Good,13000000
1510.0,3,2,8,Metro City,Fully Furnished,1,Good,11000000
1190.0,2,2,25,Metro City,Semi-Furnished,2,Good,4800000
950.0,2,2,20,Metro City,Semi-Furnished,0,Excellent,5700000
825.0,1,2,22,Metro City,Semi-Furnished,1,Excellent,4000000
1025.0,3,2,0,Metro City,Semi-Furnished,0,Excellent,4700000
2400.0,4,5,21,Metro City,Unfurnished,1,Good,19000000
1200.0,2,2,0,Metro City,Unfurnished,2,Excellent,6500000
1125.0,2,2,2,Metro City,Fully Furnished,0,Poor,4700000
900.0,2,2,16,Metro City,Semi-Furnished,2,Good,5500000
1420.0,2,2,2,Metro City,Unfurnished,1,Good,9950000
1097.0,2,2,3,Tier-1 City,Unfurnished,1,Good,3100000
4000.0,5,5,3,Metro City,Semi-Furnished,2,Good,22000000
1100.0,3,3,2,Tier-1 City,Unfurnished,2,Good,3150000
1050.0,2,2,13,Metro City,Unfurnished,0,Good,7750000
1108.0,2,2,8,Tier-2 City,Semi-Furnished,0,Good,1850000
4000.0,4,5,9,Tier-1 City,Unfurnished,1,Good,19850000
2325.0,4,4,1,Metro City,Semi-Furnished,0,Excellent,12000000
1360.0,3,2,13,Metro City,Semi-Furnished,1,Good,6100000
1540.0,3,3,1,Metro City,Semi-Furnished,0,Excellent,8500000
1600.0,3,4,12,Metro City,Semi-Furnished,0,Excellent,12000000
1150.0,2,2,3,Metro City,Semi-Furnished,1,Good,5300000
1459.0,3,2,7,Metro City,Unfurnished,1,Good,11000000
1300.0,2,2,5,Tier-2 City,Semi-Furnished,2,Good,850000
1868.0,3,3,9,Metro City,Semi-Furnished,0,Excellent,12000000
782.0,2,2,3,Metro City,Unfurnished,1,Good,5550000
1190.0,2,2,14,Tier-1 City,Fully Furnished,1,Good,3450000
1698.0,3,3,3,Metro City,Semi-Furnished,1,Poor,10700000
3600.0,4,4,12,Metro City,Semi-Furnished,0,Excellent,45000000
1297.0,2,2,21,Tier-1 City,Fully Furnished,1,Good,7650000
1200.0,2,2,9,Tier-1 City,Unfurnished,3,Good,3450000
1310.0,2,2,6,Metro City,Fully Furnished,3,Good,8050000
1225.0,3,2,2,Metro City,Semi-Furnished,2,Good,8200000
2400.0,4,4,24,Metro City,Unfurnished,1,Good,47000000
1200.0,3,3,5,Metro City,Fully Furnished,0,Good,5700000
1000.0,3,3,15,Metro City,Semi-Furnished,0,Excellent,9000000
1175.0,2,2,17,Metro City,Fully Furnished,1,Good,5700000
1330.0,2,2,3,Metro City,Semi-Furnished,2,Good,10700000
2400.0,6,5,1,Tier-1 City,Semi-Furnished,0,Good,50750000
945.0,2,2,22,Tier-1 City,Semi-Furnished,1,Good,3600000
1161.0,2,2,4,Metro City,Semi-Furnished,1,Good,3650000
2700.0,4,3,22,Metro City,Fully Furnished,2,Excellent,7500000
1200.0,8,8,17,Metro City,Semi-Furnished,1,Poor,27500000
1322.0,2,2,1,Metro City,Semi-Furnished,2,Excellent,7000000
2225.0,3,3,0,Metro City,Semi-Furnished,1,Good,14900000
1800.0,6,6,5,Metro City,Fully Furnished,0,Good,6800000
1390.0,3,2,1,Metro City,Semi-Furnished,0,Good,17500000
1232.0,2,2,1,Tier-2 City,Unfurnished,0,Excellent,2500000
1333.0,2,2,17,Metro City,Semi-Furnished,2,Good,8650000
1000.0,2,2,14,Metro City,Unfurnished,1,Good,6100000
985.0,2,2,7,Metro City,Semi-Furnished,1,Good,4200000
2345.0,3,3,1,Tier-2 City,Semi-Furnished,1,Good,8750000
1140.0,2,2,4,Metro City,Semi-Furnished,1,Excellent,4000000
1891.0,3,3,7,Metro City,Unfurnished,2,Poor,10900000
1190.0,2,2,1,Metro City,Fully Furnished,1,Good,6200000
2094.0,3,3,16,Metro City,Semi-Furnished,0,Good,11300000
1855.0,3,3,1,Metro City,Unfurnished,0,Excellent,9600000
1410.0,4,4,22,Metro City,Semi-Furnished,0,Good,16000000
1451.0,3,2,5,Metro City,Semi-Furnished,2,Good,5250000
1000.0,2,2,2,Metro City,Semi-Furnished,0,Poor,4400000
1330.0,2,2,25,Tier-1 City,Semi-Furnished,3,Excellent,4350000
1080.0,2,2,10,Tier-2 City,Fully Furnished,1,Good,3050000
1155.0,2,2,16,Tier-1 City,Semi-Furnished,0,Good,2800000
1160.0,2,2,12,Metro City,Unfurnished,3,Poor,4200000
1846.0,3,3,10,Tier-1 City,Fully Furnished,2,Good,8600000
1178.0,2,2,1,Metro City,Fully Furnished,2,Excellent,7300000
1308.0,2,2,14,Metro City,Semi-Furnished,2,Poor,3700000
1590.0,3,3,3,Metro City,Fully Furnished,0,Good,5800000
2230.0,4,4,18,Rural Area,Unfurnished,1,Good,2300000
1282.0,3,2,2,Metro City,Semi-Furnished,1,Good,4850000
1041.0,2,2,4,Metro City,Semi-Furnished,1,Good,3650000
1800.0,3,2,0,Metro City,Unfurnished,1,Excellent,7000000
1980.0,3,3,0,Metro City,Semi-Furnished,0,Excellent,22400000
1100.0,2,2,12,Metro City,Unfurnished,1,Good,4500000
1200.0,2,2,21,Tier-1 City,Fully Furnished,2,Good,4750000
764.0,1,1,17,Metro City,Fully Furnished,2,Excellent,3200000
1232.0,2,2,1,Tier-1 City,Semi-Furnished,0,Excellent,5750000
1190.0,3,3,5,Metro City,Semi-Furnished,0,Good,5500000
1325.0,2,2,7,Rural Area,Unfurnished,0,Good,1050000
4000.0,7,8,6,Tier-2 City,Semi-Furnished,1,Excellent,4950000
1197.0,2,2,0,Metro City,Unfurnished,1,Good,6300000
1200.0,3,3,0,Metro City,Fully Furnished,2,Excellent,14900000
1166.0,2,2,8,Rural Area,Fully Furnished,2,Excellent,850000
500.0,1,1,5,Metro City,Semi-Furnished,1,Good,2000000
1540.0,3,3,4,Tier-1 City,Unfurnished,0,Good,4150000
1820.0,3,3,1,Tier-2 City,Unfurnished,1,Good,2300000
1320.0,3,2,4,Metro City,Semi-Furnished,1,Good,5500000
1295.0,2,2,1,Tier-2 City,Unfurnished,1,Excellent,1850000
1800.0,3,3,5,Rural Area,Semi-Furnished,1,Good,1550000
1653.0,3,3,17,Metro City,Semi-Furnished,1,Good,9300000
2390.0,3,3,22,Metro City,Semi-Furnished,1,Good,41500000
1200.0,6,6,14,Metro City,Fully Furnished,1,Excellent,18000000
1150.0,2,2,8,Metro City,Fully Furnished,1,Poor,4850000
918.0,2,2,8,Metro City,Unfurnished,2,Good,2750000
1200.0,2,2,1,Metro City,Semi-Furnished,2,Good,4700000
1001.0,2,2,20,Metro City,Fully Furnished,1,Good,3300000
657.5,1,1,14,Tier-1 City,Semi-Furnished,1,Good,1550000
1200.0,3,3,10,Tier-2 City,Semi-Furnished,2,Good,9850000
2500.0,3,3,9,Metro City,Fully Furnished,2,Poor,27000000
1300.0,3,3,4,Metro City,Fully Furnished,1,Good,5800000
1265.0,2,2,11,Metro City,Unfurnished,1,Excellent,5800000
1665.0,3,3,15,Metro City,Semi-Furnished,1,Good,7800000
1130.0,2,2,13,Metro City,Semi-Furnished,1,Good,4650000
1344.0,4,4,2,Metro City,Semi-Furnished,1,Poor,8400000
1225.0,2,2,0,Tier-2 City,Fully Furnished,1,Good,2700000
2400.0,6,4,0,Tier-1 City,Unfurnished,1,Excellent,27000000
1858.0,3,3,23,Metro City,Semi-Furnished,2,Good,9850000
760.0,1,1,9,Metro City,Unfurnished,1,Excellent,2500000
1270.0,3,2,4,Tier-2 City,Semi-Furnished,2,Good,2750000
2264.0,3,3,0,Metro City,Fully Furnished,0,Good,15500000
3811.0,4,3,12,Metro City,Unfurnished,2,Excellent,47500000
1672.0,3,3,1,Metro City,Unfurnished,0,Excellent,8600000
1200.0,3,3,13,Metro City,Fully Furnished,3,Good,20000000
873.0,3,2,16,Metro City,Semi-Furnished,2,Good,4000000
1010.0,2,2,18,Metro City,Unfurnished,0,Good,5500000
1070.0,2,2,7,Metro City,Fully Furnished,3,Excellent,5200000
1240.0,3,2,18,Metro City,Fully Furnished,1,Good,4600000
3100.0,7,7,20,Tier-1 City,Semi-Furnished,1,Good,11300000
1108.0,2,2,13,Metro City,Semi-Furnished,2,Good,6300000
1200.0,2,2,20,Tier-1 City,Semi-Furnished,2,Good,3750000
1610.0,3,3,1,Metro City,Fully Furnished,1,Excellent,8500000
1015.0,2,2,10,Metro City,Semi-Furnished,2,Excellent,2600000
1100.0,2,2,9,Metro City,Semi-Furnished,2,Good,5400000
1840.0,2,1,8,Metro City,Semi-Furnished,3,Good,9500000
1920.0,3,3,13,Metro City,Unfurnished,0,Good,15000000
1862.0,3,4,11,Metro City,Fully Furnished,1,Excellent,11000000
1080.0,2,2,1,Metro City,Fully Furnished,1,Poor,6700000
1410.0,3,2,22,Metro City,Fully Furnished,1,Good,6400000
1270.0,2,2,2,Metro City,Fully Furnished,3,Poor,10000000
1190.0,2,2,9,Rural Area,Unfurnished,1,Good,950000
1052.0,2,2,12,Metro City,Unfurnished,1,Good,3450000
1200.0,3,3,3,Metro City,Semi-Furnished,1,Good,14900000
2500.0,5,4,18,Metro City,Semi-Furnished,0,Good,140000000
2200.0,6,6,1,Metro City,Semi-Furnished,0,Excellent,6800000
1500.0,3,2,0,Metro City,Fully Furnished,0,Good,10000000
1100.0,2,2,14,Metro City,Semi-Furnished,1,Excellent,3800000
1495.0,3,2,2,Metro City,Unfurnished,2,Good,7000000
1575.0,3,2,15,Metro City,Semi-Furnished,1,Good,7800000
1192.0,2,2,8,Metro City,Unfurnished,1,Excellent,7500000
1721.0,3,3,8,Metro City,Fully Furnished,1,Poor,9300000
4104.0,4,4,0,Metro City,Semi-Furnished,2,Excellent,36000000
1200.0,2,2,10,Tier-1 City,Fully Furnished,3,Excellent,4300000
947.55,2,2,13,Metro City,Semi-Furnished,1,Good,8000000
2500.0,4,4,12,Metro City,Unfurnished,1,Good,45000000
1095.0,2,2,0,Metro City,Semi-Furnished,2,Excellent,3850000
700.0,2,1,5,Metro City,Unfurnished,2,Good,2600000
1200.0,8,7,15,Metro City,Semi-Furnished,0,Excellent,25000000
1601.0,3,3,14,Metro City,Unfurnished,1,Good,9500000
2790.0,4,4,15,Tier-2 City,Semi-Furnished,1,Excellent,7950000
2850.0,3,4,1,Metro City,Fully Furnished,1,Good,47000000
800.0,8,8,12,Metro City,Unfurnished,1,Good,28500000
1200.0,2,2,11,Metro City,Unfurnished,1,Excellent,7500000
1840.0,3,3,8,Tier-1 City,Semi-Furnished,1,Good,9050000
1414.0,2,2,3,Metro City,Unfurnished,1,Good,8400000
1295.0,2,2,17,Metro City,Semi-Furnished,1,Poor,6200000
1260.0,2,2,6,Metro City,Unfurnished,2,Good,7500000
1200.0,2,2,22,Metro City,Unfurnished,2,Good,6800000
2119.0,4,4,3,Metro City,Fully Furnished,1,Excellent,11100000
920.0,2,2,13,Metro City,Semi-Furnished,2,Good,3950000
1266.67,2,2,2,Metro City,Fully Furnished,1,Excellent,6900000
1453.0,3,2,5,Metro City,Semi-Furnished,1,Poor,5800000
1354.0,2,2,12,Metro City,Unfurnished,1,Good,7000000
1343.0,2,2,0,Metro City,Semi-Furnished,3,Good,7600000
1085.0,2,2,22,Metro City,Fully Furnished,2,Excellent,7000000
710.0,1,1,18,Metro City,Semi-Furnished,0,Good,4050000
1115.0,2,2,12,Metro City,Unfurnished,1,Good,5000000
1705.0,3,3,5,Metro City,Fully Furnished,1,Good,7500000
980.0,2,2,7,Metro City,Semi-Furnished,1,Excellent,4500000
1302.0,2,2,6,Metro City,Semi-Furnished,0,Good,6900000
1200.0,2,2,0,Metro City,Semi-Furnished,1,Excellent,8500000
1150.0,6,6,0,Metro City,Semi-Furnished,1,Excellent,7500000
1132.5,2,2,24,Metro City,Fully Furnished,1,Good,4800000
1200.0,2,1,16,Tier-1 City,Unfurnished,1,Excellent,3050000
1200.0,4,4,22,Metro City,Unfurnished,0,Good,30000000
880.0,2,2,22,Metro City,Semi-Furnished,1,Excellent,1900000
1185.0,2,2,21,Metro City,Unfurnished,2,Good,6000000
1197.0,2,2,7,Tier-1 City,Unfurnished,0,Excellent,5650000
1255.0,2,2,3,Metro City,Unfurnished,0,Good,5350000
1165.0,2,2,4,Metro City,Semi-Furnished,1,Excellent,6000000
985.0,2,2,10,Metro City,Unfurnished,0,Excellent,15600000
1605.0,3,3,9,Metro City,Semi-Furnished,2,Good,7600000
1254.0,3,2,9,Metro City,Unfurnished,1,Excellent,7000000
1220.0,3,3,6,Metro City,Unfurnished,0,Good,5600000
3035.0,3,5,5,Metro City,Fully Furnished,2,Good,22000000
1180.0,2,2,18,Tier-1 City,Semi-Furnished,0,Poor,8800000
1400.0,4,3,0,Metro City,Semi-Furnished,0,Poor,9100000
1157.0,2,2,12,Metro City,Semi-Furnished,1,Excellent,4750000
613.0,1,1,2,Metro City,Fully Furnished,2,Excellent,4800000
616.0,2,3,6,Metro City,Semi-Furnished,2,Good,4500000
1724.0,3,3,4,Tier-2 City,Semi-Furnished,1,Good,5850000
600.0,1,1,20,Metro City,Semi-Furnished,1,Good,4300000
1342.0,3,2,3,Metro City,Fully Furnished,3,Excellent,7500000
1060.0,2,2,3,Metro City,Semi-Furnished,1,Poor,3400000
1550.0,3,2,24,Metro City,Unfurnished,0,Excellent,7000000
650.0,1,1,8,Metro City,Semi-Furnished,3,Good,7000000
1200.0,2,2,5,Tier-1 City,Unfurnished,2,Good,3200000
2700.0,4,6,8,Metro City,Semi-Furnished,1,Good,67500000
929.0,2,1,9,Metro City,Fully Furnished,0,Excellent,5100000
1520.0,3,3,8,Rural Area,Fully Furnished,1,Good,1250000
1100.0,2,2,8,Tier-1 City,Fully Furnished,0,Poor,2150000
1250.0,3,3,2,Tier-1 City,Semi-Furnished,0,Good,2850000
1297.0,2,2,4,Metro City,Fully Furnished,3,Good,11200000
1470.0,3,2,12,Metro City,Fully Furnished,3,Poor,6000000
1950.0,3,3,2,Tier-2 City,Unfurnished,1,Good,7150000
1432.0,2,2,7,Metro City,Semi-Furnished,2,Good,8500000
1224.0,2,2,5,Metro City,Semi-Furnished,2,Excellent,4500000
2559.0,1,1,10,Metro City,Unfurnished,1,Good,5500000
1225.0,2,2,11,Tier-2 City,Fully Furnished,0,Good,2900000
770.0,2,1,8,Metro City,Unfurnished,0,Good,3500000
1200.0,4,4,16,Metro City,Fully Furnished,2,Good,24500000
1636.0,3,3,5,Metro City,Semi-Furnished,2,Good,11900000
805.0,2,2,7,Metro City,Fully Furnished,2,Excellent,3500000
1314.0,2,2,5,Metro City,Unfurnished,0,Excellent,6900000
1180.0,2,2,10,Metro City,Unfurnished,1,Poor,7700000
1100.0,2,2,1,Metro City,Fully Furnished,1,Good,6600000
1200.0,5,4,3,Tier-1 City,Unfurnished,1,Excellent,6350000
1500.0,3,2,20,Metro City,Fully Furnished,0,Good,5200000
1800.0,4,3,2,Metro City,Fully Furnished,3,Good,18000000
1200.0,4,2,7,Metro City,Unfurnished,2,Excellent,15000000
750.0,2,2,5,Metro City,Unfurnished,1,Poor,5800000
1141.0,2,2,17,Metro City,Fully Furnished,1,Good,4300000
1015.0,2,2,11,Metro City,Fully Furnished,2,Good,2600000
1020.0,2,2,4,Metro City,Semi-Furnished,1,Good,2950000
1050.0,2,2,10,Rural Area,Unfurnished,1,Excellent,650000
1410.0,3,2,11,Metro City,Unfurnished,1,Good,8000000
797.0,2,2,1,Tier-2 City,Unfurnished,1,Excellent,950000
1840.0,3,4,22,Metro City,Fully Furnished,1,Good,17500000
3016.0,4,4,10,Metro City,Fully Furnished,0,Excellent,23000000
1360.0,3,3,3,Metro City,Semi-Furnished,0,Excellent,7500000
4100.0,4,4,16,Tier-2 City,Fully Furnished,0,Poor,16700000
1000.0,2,2,20,Metro City,Semi-Furnished,0,Excellent,6200000
750.0,5,3,2,Metro City,Semi-Furnished,2,Excellent,9500000
1345.0,3,2,8,Rural Area,Unfurnished,0,Good,700000
2030.0,3,2,16,Tier-1 City,Fully Furnished,2,Excellent,12900000
1315.0,2,2,1,Metro City,Semi-Furnished,0,Good,7700000
1447.0,3,3,8,Metro City,Semi-Furnished,2,Good,8000000
1500.0,3,2,9,Metro City,Semi-Furnished,2,Poor,9800000
4050.0,4,2,9,Metro City,Semi-Furnished,0,Excellent,45000000
1459.0,3,3,1,Metro City,Fully Furnished,0,Good,13500000
2119.0,4,4,17,Metro City,Semi-Furnished,1,Good,11100000
1301.0,2,2,16,Metro City,Fully Furnished,0,Good,6500000
1760.0,3,2,0,Metro City,Fully Furnished,3,Good,12300000
2000.0,3,2,0,Metro City,Fully Furnished,0,Excellent,27500000
1485.0,3,2,4,Tier-1 City,Semi-Furnished,2,Poor,4750000
1475.0,3,2,5,Metro City,Unfurnished,1,Excellent,5900000
1200.0,2,2,20,Metro City,Unfurnished,2,Excellent,7800000
1300.0,3,2,5,Tier-2 City,Unfurnished,1,Excellent,1900000
1200.0,2,2,6,Metro City,Semi-Furnished,1,Excellent,6000000
2400.0,4,4,1,Tier-1 City,Fully Furnished,1,Good,14550000
2140.0,3,3,7,Metro City,Unfurnished,1,Good,13900000
1050.0,4,3,7,Metro City,Unfurnished,1,Good,12500000
1745.0,3,3,5,Metro City,Unfurnished,1,Good,12500000
3206.0,4,5,20,Metro City,Semi-Furnished,1,Good,27000000
1111.0,2,2,15,Metro City,Fully Furnished,2,Excellent,4950000
1154.0,2,2,15,Metro City,Unfurnished,1,Good,4700000
1030.0,2,2,24,Metro City,Semi-Furnished,1,Good,7700000
1141.0,2,2,8,Metro City,Unfurnished,1,Excellent,6000000
1829.0,3,3,16,Metro City,Unfurnished,2,Excellent,12500000
984.0,3,3,0,Metro City,Semi-Furnished,1,Excellent,14000000
540.0,1,1,24,Tier-1 City,Fully Furnished,1,Good,2900000
1750.0,3,3,16,Metro City,Semi-Furnished,1,Good,8500000
1210.0,2,2,0,Metro City,Semi-Furnished,1,Good,7500000
1300.0,2,2,9,Tier-2 City,Semi-Furnished,1,Excellent,3350000
1100.0,2,2,12,Metro City,Semi-Furnished,1,Good,5500000
1200.0,4,4,0,Metro City,Fully Furnished,1,Excellent,25000000
1225.0,3,3,12,Metro City,Semi-Furnished,2,Good,4000000
1800.0,9,10,7,Metro City,Fully Furnished,2,Good,18500000
1395.0,3,2,16,Metro City,Fully Furnished,3,Good,7200000
2817.5,4,4,5,Metro City,Unfurnished,1,Good,20400000
500.0,1,2,1,Metro City,Semi-Furnished,3,Poor,8000000
1100.0,2,2,2,Metro City,Fully Furnished,1,Good,6800000
1739.0,3,3,1,Metro City,Semi-Furnished,1,Good,10500000
1870.0,3,3,16,Metro City,Semi-Furnished,2,Excellent,18000000
984.0,2,2,4,Metro City,Unfurnished,1,Good,4600000
850.0,2,1,20,Metro City,Semi-Furnished,1,Good,2500000
1710.0,3,3,1,Metro City,Fully Furnished,2,Excellent,11000000
1700.0,3,3,2,Metro City,Semi-Furnished,0,Poor,12400000
1758.0,3,3,19,Metro City,Semi-Furnished,1,Good,6500000
857.0,3,3,8,Metro City,Unfurnished,2,Good,9500000
1079.0,2,2,18,Metro City,Semi-Furnished,1,Poor,3250000
1272.0,2,2,4,Tier-1 City,Semi-Furnished,1,Poor,3050000
1464.0,3,3,21,Metro City,Unfurnished,2,Good,5600000
1754.0,3,3,16,Metro City,Unfurnished,2,Good,12500000
1350.0,8,8,1,Metro City,Semi-Furnished,2,Excellent,18500000
3360.0,4,5,22,Metro City,Fully Furnished,1,Good,22100000
1255.0,2,2,11,Metro City,Semi-Furnished,1,Good,6600000
600.0,2,2,10,Tier-2 City,Semi-Furnished,1,Poor,1200000
2400.0,5,4,23,Metro City,Semi-Furnished,3,Good,30000000
1010.0,2,2,1,Tier-2 City,Unfurnished,0,Excellent,1700000
480.0,3,3,18,Metro City,Semi-Furnished,2,Good,6500000
1200.0,4,4,13,Metro City,Semi-Furnished,1,Good,8300000
1128.0,2,2,18,Tier-1 City,Unfurnished,2,Poor,3050000
1358.0,2,2,11,Tier-2 City,Unfurnished,1,Good,3750000
1075.0,3,2,1,Metro City,Fully Furnished,3,Good,4500000
1400.0,3,3,5,Tier-1 City,Fully Furnished,0,Good,4250000
966.0,2,2,0,Tier-1 City,Semi-Furnished,0,Good,3050000
1300.0,2,2,1,Rural Area,Fully Furnished,0,Excellent,1300000
2990.0,3,5,22,Tier-1 City,Fully Furnished,1,Good,13800000
3729.0,4,4,11,Metro City,Unfurnished,1,Good,38400000
1304.0,3,3,16,Metro City,Unfurnished,2,Good,6500000
921.0,2,2,4,Metro City,Fully Furnished,3,Good,3400000
1476.0,3,3,4,Metro City,Unfurnished,1,Good,9900000
645.0,1,1,9,Metro City,Semi-Furnished,1,Good,1650000
3035.0,4,5,17,Metro City,Fully Furnished,1,Excellent,20000000
2215.0,3,4,17,Metro City,Unfurnished,0,Good,16000000
1200.0,4,4,2,Tier-2 City,Semi-Furnished,2,Excellent,5550000
1310.0,2,2,2,Tier-1 City,Semi-Furnished,1,Excellent,5400000
1200.0,3,5,10,Metro City,Semi-Furnished,1,Good,32500000
1484.0,3,3,3,Tier-2 City,Semi-Furnished,1,Good,2050000
1409.0,2,2,10,Metro City,Semi-Furnished,0,Good,9500000
1475.0,3,2,0,Metro City,Semi-Furnished,0,Poor,5900000
1260.0,3,3,13,Metro City,Unfurnished,0,Good,4950000
3024.0,4,5,8,Metro City,Semi-Furnished,1,Excellent,35000000
1881.0,3,3,0,Metro City,Semi-Furnished,2,Good,14500000
1200.0,2,2,1,Metro City,Fully Furnished,1,Good,6000000
800.0,2,1,0,Metro City,Fully Furnished,1,Good,3000000
1000.0,2,2,2,Metro City,Semi-Furnished,1,Excellent,4800000
1020.0,2,2,5,Metro City,Semi-Furnished,1,Good,4100000
1965.0,3,4,0,Metro City,Semi-Furnished,1,Good,12500000
1009.0,2,2,2,Metro City,Semi-Furnished,2,Poor,5600000
1012.0,2,2,4,Tier-1 City,Fully Furnished,1,Good,4300000
1875.0,3,2,0,Metro City,Unfurnished,1,Good,23500000
1650.0,3,3,10,Metro City,Semi-Furnished,1,Poor,7100000
1231.0,2,2,6,Metro City,Unfurnished,1,Good,5000000
630.0,1,1,12,Tier-1 City,Fully Furnished,2,Good,3250000
666.0,1,1,10,Metro City,Semi-Furnished,1,Good,3700000
2400.0,6,6,16,Metro City,Semi-Furnished,0,Good,48000000
1150.0,2,2,15,Metro City,Semi-Furnished,0,Excellent,4000000
1088.0,2,2,16,Metro City,Semi-Furnished,0,Excellent,6150000
1081.0,2,2,1,Metro City,Semi-Furnished,0,Good,3900000
1750.0,3,3,3,Metro City,Semi-Furnished,0,Excellent,12000000
1640.0,3,3,8,Tier-2 City,Semi-Furnished,1,Poor,3800000
3580.0,3,3,16,Metro City,Semi-Furnished,2,Excellent,41100000
1000.0,3,4,1,Metro City,Semi-Furnished,1,Good,11000000
2145.0,3,3,4,Metro City,Semi-Furnished,1,Good,17500000
1205.0,2,2,14,Metro City,Unfurnished,2,Good,5800000
1570.0,3,3,2,Metro City,Semi-Furnished,1,Excellent,11000000
850.0,1,1,18,Tier-2 City,Unfurnished,1,Excellent,2150000
1200.0,4,4,9,Metro City,Unfurnished,2,Poor,15500000
1140.0,2,2,6,Rural Area,Semi-Furnished,2,Good,600000
1589.0,3,3,6,Metro City,Fully Furnished,1,Excellent,7400000
1265.0,3,2,13,Metro City,Semi-Furnished,1,Good,8200000
1450.0,2,2,9,Metro City,Semi-Furnished,1,Poor,5800000
984.0,2,2,10,Metro City,Semi-Furnished,2,Excellent,5500000
1200.0,4,4,24,Metro City,Fully Furnished,2,Poor,14000000
1100.0,2,2,21,Metro City,Semi-Furnished,1,Good,4500000
3000.0,4,4,8,Metro City,Unfurnished,1,Good,34200000
2002.0,3,3,23,Metro City,Unfurnished,1,Good,12000000
2400.0,4,5,3,Metro City,Semi-Furnished,2,Good,77500000
1420.0,2,2,12,Metro City,Unfurnished,3,Excellent,15800000
2000.0,4,4,25,Metro City,Semi-Furnished,1,Excellent,6900000
1715.0,3,3,25,Metro City,Semi-Furnished,1,Excellent,12000000
2145.0,3,3,3,Metro City,Semi-Furnished,1,Good,17000000
1045.0,2,2,5,Metro City,Semi-Furnished,0,Excellent,4200000
1795.0,3,3,10,Metro City,Semi-Furnished,1,Good,15000000
1216.0,2,2,1,Tier-2 City,Fully Furnished,3,Poor,3200000
1146.0,2,2,16,Metro City,Unfurnished,2,Good,5400000
1533.0,3,3,3,Metro City,Unfurnished,2,Poor,15000000
6000.0,4,4,16,Metro City,Unfurnished,1,Poor,26000000
1082.0,3,2,6,Metro City,Unfurnished,2,Good,4200000
1303.0,2,2,0,Rural Area,Unfurnished,2,Good,950000
1200.0,2,2,7,Metro City,Semi-Furnished,1,Good,3450000
674.0,2,1,10,Tier-2 City,Semi-Furnished,1,Excellent,600000
2215.0,3,4,0,Metro City,Semi-Furnished,1,Good,16200000
800.0,6,6,7,Metro City,Fully Furnished,1,Good,9800000
1836.0,3,3,9,Metro City,Fully Furnished,0,Excellent,14800000
1160.0,2,2,0,Metro City,Fully Furnished,0,Good,4050000
1407.0,3,3,13,Metro City,Semi-Furnished,1,Poor,12000000
1596.0,3,3,20,Metro City,Fully Furnished,3,Excellent,9500000
